 1.00000000e+00 -1.04326651e+02 
 1.05925373e+00 -1.04326651e+02 
 1.12201845e+00 -1.04326651e+02 
 1.18850223e+00 -1.04326651e+02 
 1.25892541e+00 -1.04326651e+02 
 1.33352143e+00 -1.04326651e+02 
 1.41253754e+00 -1.04326651e+02 
 1.49623566e+00 -1.04326651e+02 
 1.58489319e+00 -1.04326651e+02 
 1.67880402e+00 -1.04326651e+02 
 1.77827941e+00 -1.04326650e+02 
 1.88364909e+00 -1.04326650e+02 
 1.99526231e+00 -1.04326650e+02 
 2.11348904e+00 -1.04326650e+02 
 2.23872114e+00 -1.04326650e+02 
 2.37137371e+00 -1.04326650e+02 
 2.51188643e+00 -1.04326650e+02 
 2.66072506e+00 -1.04326650e+02 
 2.81838293e+00 -1.04326650e+02 
 2.98538262e+00 -1.04326650e+02 
 3.16227766e+00 -1.04326649e+02 
 3.34965439e+00 -1.04326649e+02 
 3.54813389e+00 -1.04326649e+02 
 3.75837404e+00 -1.04326649e+02 
 3.98107171e+00 -1.04326648e+02 
 4.21696503e+00 -1.04326648e+02 
 4.46683592e+00 -1.04326648e+02 
 4.73151259e+00 -1.04326647e+02 
 5.01187234e+00 -1.04326647e+02 
 5.30884444e+00 -1.04326646e+02 
 5.62341325e+00 -1.04326646e+02 
 5.95662144e+00 -1.04326645e+02 
 6.30957344e+00 -1.04326644e+02 
 6.68343918e+00 -1.04326643e+02 
 7.07945784e+00 -1.04326643e+02 
 7.49894209e+00 -1.04326642e+02 
 7.94328235e+00 -1.04326640e+02 
 8.41395142e+00 -1.04326639e+02 
 8.91250938e+00 -1.04326638e+02 
 9.44060876e+00 -1.04326636e+02 
 1.00000000e+01 -1.04326634e+02 
 1.05925373e+01 -1.04326632e+02 
 1.12201845e+01 -1.04326630e+02 
 1.18850223e+01 -1.04326627e+02 
 1.25892541e+01 -1.04326624e+02 
 1.33352143e+01 -1.04326621e+02 
 1.41253754e+01 -1.04326617e+02 
 1.49623566e+01 -1.04326613e+02 
 1.58489319e+01 -1.04326609e+02 
 1.67880402e+01 -1.04326604e+02 
 1.77827941e+01 -1.04326598e+02 
 1.88364909e+01 -1.04326591e+02 
 1.99526231e+01 -1.04326584e+02 
