 1.00000000e+00 -6.24732469e+01 
 1.05925373e+00 -6.24732469e+01 
 1.12201845e+00 -6.24732469e+01 
 1.18850223e+00 -6.24732469e+01 
 1.25892541e+00 -6.24732469e+01 
 1.33352143e+00 -6.24732469e+01 
 1.41253754e+00 -6.24732469e+01 
 1.49623566e+00 -6.24732469e+01 
 1.58489319e+00 -6.24732469e+01 
 1.67880402e+00 -6.24732469e+01 
 1.77827941e+00 -6.24732469e+01 
 1.88364909e+00 -6.24732469e+01 
 1.99526231e+00 -6.24732469e+01 
 2.11348904e+00 -6.24732469e+01 
 2.23872114e+00 -6.24732469e+01 
 2.37137371e+00 -6.24732469e+01 
 2.51188643e+00 -6.24732469e+01 
 2.66072506e+00 -6.24732469e+01 
 2.81838293e+00 -6.24732469e+01 
 2.98538262e+00 -6.24732469e+01 
 3.16227766e+00 -6.24732469e+01 
 3.34965439e+00 -6.24732469e+01 
 3.54813389e+00 -6.24732469e+01 
 3.75837404e+00 -6.24732469e+01 
 3.98107171e+00 -6.24732469e+01 
 4.21696503e+00 -6.24732469e+01 
 4.46683592e+00 -6.24732469e+01 
 4.73151259e+00 -6.24732469e+01 
 5.01187234e+00 -6.24732469e+01 
 5.30884444e+00 -6.24732469e+01 
 5.62341325e+00 -6.24732469e+01 
 5.95662144e+00 -6.24732469e+01 
 6.30957344e+00 -6.24732469e+01 
 6.68343918e+00 -6.24732469e+01 
 7.07945784e+00 -6.24732469e+01 
 7.49894209e+00 -6.24732469e+01 
 7.94328235e+00 -6.24732469e+01 
 8.41395142e+00 -6.24732469e+01 
 8.91250938e+00 -6.24732469e+01 
 9.44060876e+00 -6.24732469e+01 
 1.00000000e+01 -6.24732469e+01 
 1.05925373e+01 -6.24732469e+01 
 1.12201845e+01 -6.24732469e+01 
 1.18850223e+01 -6.24732469e+01 
 1.25892541e+01 -6.24732469e+01 
 1.33352143e+01 -6.24732469e+01 
 1.41253754e+01 -6.24732469e+01 
 1.49623566e+01 -6.24732469e+01 
 1.58489319e+01 -6.24732469e+01 
 1.67880402e+01 -6.24732469e+01 
 1.77827941e+01 -6.24732469e+01 
 1.88364909e+01 -6.24732469e+01 
 1.99526231e+01 -6.24732469e+01 
 2.11348904e+01 -6.24732469e+01 
 2.23872114e+01 -6.24732469e+01 
 2.37137371e+01 -6.24732469e+01 
 2.51188643e+01 -6.24732469e+01 
